name,id,album,artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genres,cluster_label
In Your Eyes,4SD0V2HMxkBupk6ml9alm4,The Highlights (Deluxe),['The Weeknd'],0.00248,0.667,0.721,6.24e-05,0.0753,-5.349,0.033,100.018,0.703,"['pop', 'canadian contemporary r&b', 'canadian pop']",3
Delicate,6NFyWDv5CjfwuzoCkw47Xf,reputation,['Taylor Swift'],0.216,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,['pop'],3
Guilty as Sin?,799KrpEbhZp0MHeiA8YK9P,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,['Taylor Swift'],0.607,0.626,0.428,0.0,0.0921,-8.374,0.0261,94.95,0.487,['pop'],3
invisible string,2ehRU518I0hYqMGQnk4lDY,folklore (deluxe version),['Taylor Swift'],0.859,0.651,0.459,6.63e-05,0.105,-11.128,0.0507,83.455,0.454,['pop'],3
betty,3IhtE4fkytdrtEfV34UzkD,folklore (deluxe version),['Taylor Swift'],0.589,0.595,0.376,0.0,0.0989,-8.767,0.0256,95.946,0.476,['pop'],3
Sweet Nothing,3zmwONxswBAzGwExPugSLN,Midnights (3am Edition),['Taylor Swift'],0.968,0.336,0.161,0.00011,0.115,-14.973,0.0456,176.48,0.407,['pop'],3
On Time (with John Legend),0YFqKxV9uNu6LUeYkLOKRS,HEROES & VILLAINS,"['Metro Boomin', 'John Legend']",0.749,0.358,0.601,0.000407,0.313,-6.7,0.048,82.513,0.497,"['rap', 'urban contemporary', 'neo soul', 'pop', 'pop soul']",3
lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),"['Billie Eilish', 'Khalid']",0.934,0.351,0.296,0.0,0.095,-10.109,0.0333,115.284,0.12,"['pop r&b', 'pop', 'art pop']",3
Unconditionally,009ImBOrIUlWgla8U05RAC,PRISM,['Katy Perry'],0.00273,0.432,0.725,0.0,0.208,-4.862,0.0431,128.902,0.353,['pop'],3
Back To You - From 13 Reasons Why – Season 2 Soundtrack,4hQ6UGyWQIGJmHSo0J88JW,Back To You (From 13 Reasons Why – Season 2 Soundtrack),['Selena Gomez'],0.0933,0.6,0.725,1.87e-06,0.12,-4.866,0.0487,102.056,0.506,"['post-teen pop', 'pop']",3
Ghost in the Machine (feat. Phoebe Bridgers),4h5x3XHLVYFJaItKuO2rhy,SOS,"['SZA', 'Phoebe Bridgers']",0.837,0.624,0.433,0.0294,0.113,-9.572,0.0467,124.979,0.589,"['rap', 'r&b', 'indie pop', 'pop', 'la indie', 'pov: indie']",3
Violets for Roses,5yrAkKml7mtzmPPbjB2qTC,Blue Banisters,['Lana Del Rey'],0.922,0.513,0.21,0.0,0.123,-10.472,0.0301,88.021,0.14,"['pop', 'art pop']",3
‘tis the damn season,6sQckd3Z8NPxVVKUnavY1F,evermore (deluxe version),['Taylor Swift'],0.735,0.575,0.434,6.59e-05,0.105,-8.193,0.0312,145.916,0.348,['pop'],3
my tears ricochet,5P2bHCDM2tsgIaYWsZMhu5,folklore (deluxe version),['Taylor Swift'],0.814,0.456,0.265,0.0,0.0679,-10.663,0.0328,129.947,0.112,['pop'],3
coney island (feat. The National),2awNGIJHodfLZSClB3PYhz,evermore (deluxe version),"['Taylor Swift', 'The National']",0.819,0.537,0.537,0.000904,0.142,-11.266,0.0617,107.895,0.292,"['modern rock', 'indie folk', 'chamber pop', 'indietronica', 'pop', 'indie rock']",3
Teenage Dream,55qBw1900pZKfXJ6Q9A2Lc,Teenage Dream: The Complete Confection,['Katy Perry'],0.0132,0.719,0.804,3.22e-06,0.139,-4.581,0.0355,119.999,0.605,['pop'],3
Shirt,2wSTnntOPRi7aQneobFtU4,SOS,['SZA'],0.228,0.848,0.512,0.00232,0.0879,-7.72,0.102,120.009,0.572,"['rap', 'r&b', 'pop']",3
Maps,4gbVRS8gloEluzf0GzDOFc,V,['Maroon 5'],0.0205,0.742,0.713,0.0,0.059,-5.522,0.0303,120.032,0.879,['pop'],3
Low,2GAhgAjOhEmItWLfgisyOn,SOS,['SZA'],0.425,0.698,0.546,0.00314,0.16,-7.234,0.0559,145.044,0.335,"['rap', 'r&b', 'pop']",3
Pompeii,3gbBpTdY8lnQwqxNCcf795,Bad Blood,['Bastille'],0.0755,0.679,0.715,0.0,0.271,-6.383,0.0407,127.435,0.571,"['pop', 'metropopolis', 'modern rock']",3
tolerate it,6lCvK2AR2uOKkVFCVlAzzm,evermore (deluxe version),['Taylor Swift'],0.878,0.316,0.361,2.67e-05,0.0797,-10.381,0.0488,74.952,0.221,['pop'],3
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,56xHMIfQPoe0prrSi3BGhf,Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes),['Olivia Rodrigo'],0.834,0.409,0.347,4.55e-06,0.121,-8.159,0.0359,141.332,0.199,['pop'],3
In Your Eyes,7szuecWAPwGoV1e5vGu8tl,After Hours,['The Weeknd'],0.0028,0.667,0.719,7.92e-05,0.0736,-5.371,0.0346,100.019,0.718,"['pop', 'canadian contemporary r&b', 'canadian pop']",3
I Wish You Would (Taylor's Version),43y1WpBdnEy5TR9aZoSQL9,1989 (Taylor's Version),['Taylor Swift'],0.00388,0.671,0.853,9.48e-06,0.0812,-6.568,0.0417,118.032,0.523,['pop'],3
Bad Blood (Taylor's Version),64FzgoLZ3oXu2SriZblHic,1989 (Taylor's Version),['Taylor Swift'],0.0369,0.624,0.711,3.13e-06,0.19,-6.347,0.159,169.999,0.347,['pop'],3
Out Of The Woods (Taylor's Version),045ZeOHPIzhxxsm8bq5kyE,1989 (Taylor's Version),['Taylor Swift'],0.000466,0.544,0.884,0.000134,0.381,-5.973,0.0383,91.981,0.184,['pop'],3
Wonderland (Taylor's Version),2ve0kuaWUCt4Zx8x4bf1MR,1989 (Taylor's Version),['Taylor Swift'],0.0105,0.387,0.703,1.1e-05,0.128,-5.956,0.0545,123.18,0.32,['pop'],3
How You Get The Girl (Taylor's Version),75W3SngKzTuoQ94uLf3y82,1989 (Taylor's Version),['Taylor Swift'],0.00198,0.761,0.67,1.08e-05,0.0873,-5.956,0.0537,120.014,0.519,['pop'],3
Say Don't Go (Taylor's Version) (From The Vault),4NioO5R9sHEZh4cGzMHyNt,1989 (Taylor's Version),['Taylor Swift'],0.0684,0.632,0.539,5.82e-06,0.132,-8.375,0.0342,109.962,0.186,['pop'],3
Wicked Games,4PouRT4KlI9TRHp45uMqdO,Trilogy,['The Weeknd'],0.00934,0.658,0.594,4.99e-06,0.325,-5.196,0.031,114.078,0.317,"['pop', 'canadian contemporary r&b', 'canadian pop']",3
Counting Stars - 2023 Version,5WUSD3xrn6lDBkYKNoC5V4,Counting Stars (2023 Version),['OneRepublic'],0.327,0.645,0.572,0.0,0.0698,-6.625,0.04,121.987,0.349,"['piano rock', 'pop']",3
Say Yes To Heaven,6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,['Lana Del Rey'],0.678,0.485,0.348,0.167,0.118,-11.576,0.0257,99.898,0.145,"['pop', 'art pop']",3
West Coast,5Y6nVaayzitvsD5F7nr3DV,Ultraviolence (Deluxe),['Lana Del Rey'],0.194,0.527,0.591,0.0194,0.0907,-7.664,0.0396,123.167,0.461,"['pop', 'art pop']",3
Sucker,22vgEDb5hykfaTwLuskFGD,Happiness Begins,['Jonas Brothers'],0.0427,0.842,0.734,0.0,0.106,-5.065,0.0588,137.958,0.952,"['boy band', 'pop']",3
8TEEN,5bgwqaRSS3M8WHWruHgSL5,American Teen,['Khalid'],0.225,0.83,0.585,0.00209,0.0576,-5.802,0.0366,105.03,0.642,"['pop r&b', 'pop']",3
New Romantics (Taylor's Version),2vPMoMDXxu9uX1igWZmXSG,1989 (Taylor's Version),['Taylor Swift'],0.00516,0.653,0.848,4.24e-06,0.0798,-5.936,0.0583,122.017,0.724,['pop'],3
Ultraviolence,1y3r6RXiJZNBV1EI0NggpS,Ultraviolence (Deluxe),['Lana Del Rey'],0.278,0.144,0.541,1.01e-05,0.101,-7.076,0.038,79.262,0.0899,"['pop', 'art pop']",3
Too Late,4rAg5bbrdZX00mXXhLvYXj,SOS,['SZA'],0.781,0.445,0.681,0.000789,0.386,-7.558,0.0829,127.541,0.351,"['rap', 'r&b', 'pop']",3
Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,SOS,['SZA'],0.141,0.559,0.551,0.0,0.11,-7.231,0.132,143.008,0.392,"['rap', 'r&b', 'pop']",3
invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,folklore,['Taylor Swift'],0.838,0.653,0.452,7.73e-05,0.108,-11.143,0.055,83.433,0.45,['pop'],3
Wild Life,6oaQuXiRKqQq9ITJBV1XmC,Wild Life,['OneRepublic'],0.0118,0.498,0.764,0.0104,0.156,-8.096,0.0382,115.975,0.0557,"['piano rock', 'pop']",3
right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,evermore (deluxe version),['Taylor Swift'],0.769,0.581,0.619,0.000106,0.117,-6.524,0.0282,137.915,0.645,['pop'],3
Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,Illuminate,['Shawn Mendes'],0.107,0.443,0.82,0.0,0.107,-4.091,0.34,82.697,0.771,"['viral pop', 'pop', 'canadian pop']",3
There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,Illuminate (Deluxe),['Shawn Mendes'],0.375,0.866,0.811,0.0,0.078,-4.063,0.0553,121.995,0.969,"['viral pop', 'pop', 'canadian pop']",3
How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,How To Save A Life,['The Fray'],0.269,0.64,0.743,0.0,0.101,-4.08,0.0379,122.035,0.361,"['piano rock', 'neo mellow', 'pop rock', 'pop']",3
It's Time,6BtmXhTJMM9sBTHeYYASGz,Night Visions,['Imagine Dragons'],0.016,0.656,0.884,0.0,0.145,-4.748,0.0372,105.009,0.858,"['rock', 'pop', 'modern rock']",3
Better,339Y993TrFyWyO438be0RY,Free Spirit,['Khalid'],0.0503,0.692,0.552,0.165,0.136,-9.543,0.0497,98.028,0.15,"['pop r&b', 'pop']",3
epiphany,1EXa37LpSvi3OQ9UYQ28rD,folklore (deluxe version),['Taylor Swift'],0.727,0.317,0.254,0.000326,0.0867,-13.679,0.0286,93.933,0.103,['pop'],3
this is me trying,7cm50Lw03k6VvRauJtkyTj,folklore (deluxe version),['Taylor Swift'],0.312,0.511,0.478,2.3e-05,0.147,-9.837,0.0322,135.882,0.408,['pop'],3
I Can See You (Taylor’s Version) (From The Vault),5kHMfzgLZP95O9NBy0ku4v,Speak Now (Taylor's Version),['Taylor Swift'],0.0577,0.695,0.768,0.0,0.0426,-4.883,0.0344,123.054,0.813,['pop'],3
Good Life,6OtCIsQZ64Vs1EbzztvAv4,Waking Up,['OneRepublic'],0.0771,0.634,0.69,0.0,0.132,-7.804,0.052,94.988,0.645,"['piano rock', 'pop']",3
Is It Over Now? (Taylor's Version) (From The Vault),1Iq8oo9XkmmvCQiGOfORiz,1989 (Taylor's Version),['Taylor Swift'],0.0486,0.599,0.651,0.0,0.126,-7.343,0.035,100.001,0.153,['pop'],3
Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,Rare,['Selena Gomez'],0.55,0.516,0.342,0.0,0.21,-8.985,0.0425,102.819,0.0993,"['post-teen pop', 'pop']",3
Lift Me Up,0x7oCog91UWqiYJQEee3uK,Oh My My,['OneRepublic'],0.0107,0.69,0.84,0.0,0.0785,-6.104,0.0307,115.0,0.701,"['piano rock', 'pop']",3
Blind,2CSRrnOEELmhpq8iaAi9cd,SOS,['SZA'],0.911,0.461,0.279,0.0,0.205,-11.776,0.0373,114.225,0.599,"['rap', 'r&b', 'pop']",3
Love Language,1eIXYZWEfJO3Na2LCCnIJE,SOS,['SZA'],0.853,0.707,0.261,0.0,0.127,-10.139,0.0784,65.038,0.545,"['rap', 'r&b', 'pop']",3
Seek & Destroy,6eT2V7nKXyMf47TwPbtgAD,SOS,['SZA'],0.437,0.651,0.647,0.175,0.205,-5.415,0.0654,152.069,0.345,"['rap', 'r&b', 'pop']",3
Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,Love Lies (with Normani),"['Khalid', 'Normani']",0.0956,0.708,0.648,0.0,0.134,-5.626,0.0449,143.955,0.338,"['pop r&b', 'r&b', 'pop']",3
I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,reputation Stadium Tour Surprise Song Playlist,"['ZAYN', 'Taylor Swift']",0.059,0.73,0.444,1.8e-05,0.14,-8.418,0.0538,117.979,0.106,"['uk pop', 'pop']",3
Love Yourself,50kpGaPAhYJ3sGmk6vplg0,Purpose (Deluxe),['Justin Bieber'],0.835,0.609,0.378,0.0,0.28,-9.828,0.438,100.43,0.515,"['pop', 'canadian pop']",3
Look After You,5l6hpyTGBK0LAAxgPnqTQL,How To Save A Life,['The Fray'],0.0575,0.447,0.592,4.47e-06,0.13,-3.015,0.0319,78.039,0.283,"['piano rock', 'neo mellow', 'pop rock', 'pop']",3
Bored,04sN26COy28wTXYj3dMoiZ,Bored,['Billie Eilish'],0.896,0.614,0.318,0.00239,0.0795,-12.695,0.0478,119.959,0.112,"['pop', 'art pop']",3
Cool for the Summer,3uwnnTQcHM1rDqSfA4gQNz,Confident,['Demi Lovato'],0.00425,0.583,0.61,0.000105,0.14,-5.639,0.0382,114.06,0.336,"['post-teen pop', 'pop']",3
Gods & Monsters,1TogTbSn3xkbapb6OUxRvq,Born To Die - The Paradise Edition,['Lana Del Rey'],0.00193,0.352,0.725,2.73e-06,0.22,-6.463,0.0656,189.767,0.339,"['pop', 'art pop']",3
Night Changes,5O2P9iiztwhomNh8xkR9lJ,FOUR (Deluxe),['One Direction'],0.859,0.672,0.52,0.0,0.115,-7.747,0.0353,120.001,0.37,"['boy band', 'talent show', 'post-teen pop', 'pop']",3
Souvenir,3ZCBSFcZSRM9Z48ew28Zrf,Rare - Deluxe,['Selena Gomez'],0.207,0.842,0.479,1.16e-05,0.122,-5.837,0.0377,112.97,0.453,"['post-teen pop', 'pop']",3
Heart Attack,1V6gIisPpYqgFeWbMLI0bA,Demi,['Demi Lovato'],0.0738,0.504,0.785,0.0,0.239,-4.802,0.104,173.968,0.502,"['post-teen pop', 'pop']",3
Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,Evolve,['Imagine Dragons'],0.0362,0.672,0.655,0.0,0.117,-5.021,0.031,134.948,0.555,"['rock', 'pop', 'modern rock']",3
Stitches,5jsw9uXEGuKyJzs0boZ1bT,Handwritten,['Shawn Mendes'],0.0151,0.752,0.754,0.0,0.0486,-6.684,0.0615,149.789,0.755,"['viral pop', 'pop', 'canadian pop']",3
Can't Feel My Face,22VdIZQfgXJea34mQxlt81,Beauty Behind The Madness,['The Weeknd'],0.113,0.705,0.769,0.0,0.105,-5.526,0.0425,107.949,0.583,"['pop', 'canadian contemporary r&b', 'canadian pop']",3
Bad Omens,2ovVwEXwcRYuIfnfJedGnQ,5SOS5,['5 Seconds of Summer'],6.45e-05,0.493,0.772,1.85e-05,0.0925,-6.315,0.051,133.973,0.412,"['boy band', 'pop']",3
22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,Red (Taylor's Version),['Taylor Swift'],0.000443,0.642,0.695,1.02e-05,0.0753,-5.62,0.0281,103.984,0.642,['pop'],3
Homemade Dynamite,02oAUzv4M0ItuTDy2RT3IT,Melodrama,['Lorde'],0.287,0.771,0.431,2.75e-06,0.0934,-5.423,0.0577,107.047,0.268,"['nz pop', 'pop', 'metropopolis', 'art pop']",3
Long Live (Taylor's Version),4hqJ4bSlYJOXb6Z4SRmzxs,Speak Now (Taylor's Version),['Taylor Swift'],0.0162,0.38,0.628,0.0,0.227,-4.054,0.038,203.826,0.0984,['pop'],3
Team,3G6hD9B2ZHOsgf4WfNu7X1,Pure Heroine,['Lorde'],0.167,0.691,0.578,0.0,0.305,-7.436,0.106,99.984,0.412,"['nz pop', 'pop', 'metropopolis', 'art pop']",3
Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),"['Rema', 'Selena Gomez']",0.382,0.801,0.806,0.000669,0.114,-5.206,0.0381,106.999,0.802,"['post-teen pop', 'afrobeats', 'nigerian pop', 'pop']",3
The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,Red (Taylor's Version),['Taylor Swift'],0.00115,0.678,0.733,0.0,0.104,-5.025,0.0281,121.009,0.581,['pop'],3
evermore (feat. Bon Iver),6Wlq9rqkxrqj5Kls4Kw14H,evermore (deluxe version),"['Taylor Swift', 'Bon Iver']",0.937,0.39,0.27,0.00227,0.111,-10.673,0.0308,125.177,0.32,"['melancholia', 'eau claire indie', 'modern rock', 'indie folk', 'chamber pop', 'pop']",3
Wherever I Go,7kftK4n15rl1wbpfjSq2Tk,Oh My My,['OneRepublic'],0.1,0.54,0.675,0.0,0.237,-6.449,0.0429,99.97,0.348,"['piano rock', 'pop']",3
Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,Suncity,['Khalid'],0.606,0.551,0.44,3.02e-05,0.11,-8.559,0.0985,167.923,0.341,"['pop r&b', 'pop']",3
Saturn,1bjeWoagtHmUKputLVyDxQ,Saturn,['SZA'],0.62,0.411,0.619,0.0,0.11,-6.834,0.0368,177.937,0.337,"['rap', 'r&b', 'pop']",3
Nervous,113xf7t4qNM7038YJvauik,Hard To Imagine The Neighbourhood Ever Changing,['The Neighbourhood'],0.0213,0.589,0.614,0.165,0.31,-7.528,0.0426,119.837,0.318,"['modern rock', 'pop', 'modern alternative rock']",3
august,6nK2pIKFcRc5frrZKHgsiT,folklore (deluxe version),['Taylor Swift'],0.553,0.387,0.634,6.93e-05,0.0931,-9.222,0.0363,89.567,0.42,['pop'],3
Summertime Sadness,1Ist6PR2BZR3n2z2Y5R6S1,Born To Die – Paradise Edition (Special Version),['Lana Del Rey'],0.0477,0.566,0.647,0.0,0.121,-6.815,0.0335,111.96,0.22,"['pop', 'art pop']",3
Ride,0ZyfiFudK9Si2n2G9RkiWj,Born To Die – Paradise Edition (Special Version),['Lana Del Rey'],0.128,0.373,0.686,1.96e-06,0.383,-5.52,0.034,93.763,0.189,"['pop', 'art pop']",3
betty - the long pond studio sessions,1mh5dObNoOvCfHmXnhvDEK,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],['Taylor Swift'],0.841,0.538,0.316,0.0,0.119,-9.5,0.0299,95.68,0.518,['pop'],3
Born To Die,487OPlneJNni3NWC8SYqhW,Born To Die - The Paradise Edition,['Lana Del Rey'],0.222,0.428,0.626,8.22e-05,0.277,-6.639,0.0339,86.02,0.379,"['pop', 'art pop']",3
Video Games,3WD91HQDBIavSapet3ZpjG,Born To Die – Paradise Edition (Special Version),['Lana Del Rey'],0.808,0.39,0.252,0.0,0.0887,-9.666,0.0298,122.053,0.181,"['pop', 'art pop']",3
the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,folklore,['Taylor Swift'],0.467,0.686,0.662,0.0023,0.109,-8.505,0.0413,147.922,0.706,['pop'],3
Nobody - from Kaiju No. 8,3SiVMpHxTS1gspWzRZE50S,Artificial Paradise (Deluxe),['OneRepublic'],0.418,0.699,0.798,0.0,0.109,-5.808,0.0307,139.964,0.927,"['piano rock', 'pop']",3
Chemtrails Over The Country Club,7bPWdJgx8vek7S5i5yAtvG,Chemtrails Over The Country Club,['Lana Del Rey'],0.877,0.334,0.276,0.000249,0.113,-13.125,0.0643,201.025,0.429,"['pop', 'art pop']",3
Young And Beautiful,2nMeu6UenVvwUktBCpLMK9,Young And Beautiful,['Lana Del Rey'],0.262,0.324,0.416,3.69e-05,0.11,-8.92,0.0368,113.986,0.151,"['pop', 'art pop']",3
Blue Jeans - Remastered 2011,77XvocHaWXkG39G4qag6BG,Born To Die – Paradise Edition (Special Version),['Lana Del Rey'],0.432,0.553,0.828,0.0,0.0801,-4.399,0.0635,117.948,0.504,"['pop', 'art pop']",3
If I Can't Have You,2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes (Deluxe),['Shawn Mendes'],0.489,0.691,0.823,0.0,0.134,-4.197,0.0622,123.943,0.87,"['viral pop', 'pop', 'canadian pop']",3
Sunshine,5r43qanLhUCdBj8HN3fa6B,Sunshine,['OneRepublic'],0.137,0.697,0.875,0.0,0.28,-4.621,0.034,140.069,0.774,"['piano rock', 'pop']",3
Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,Midnight Memories (Deluxe),['One Direction'],0.225,0.6,0.663,0.0,0.119,-5.802,0.0477,121.07,0.286,"['boy band', 'talent show', 'post-teen pop', 'pop']",3
Someday - Acoustic,5CJQMw0y824OWaQJSlszY5,Human (Deluxe),['OneRepublic'],0.565,0.575,0.494,0.0,0.156,-7.487,0.0297,120.998,0.207,"['piano rock', 'pop']",3
Animals,2bL2gyO6kBdLkNSkxXNh6x,V,['Maroon 5'],0.000185,0.279,0.742,0.0,0.593,-6.46,0.0898,189.868,0.328,['pop'],3
Someone You Loved,7qEHsqek33rTcFNT9PFqLf,Divinely Uninspired To A Hellish Extent,['Lewis Capaldi'],0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,0.446,"['uk pop', 'pop']",3
Montana,0Yjgmp2Hntqa3z5Wolmfaa,Montana,['Daya'],0.903,0.602,0.405,0.0,0.133,-7.157,0.0319,137.743,0.321,"['alt z', 'pop']",3
exile (feat. Bon Iver),6kz2hkq1xQvDqPcUyBkw8f,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],"['Taylor Swift', 'Bon Iver']",0.761,0.31,0.374,2.46e-05,0.11,-8.464,0.0275,75.938,0.16,"['melancholia', 'eau claire indie', 'modern rock', 'indie folk', 'chamber pop', 'pop']",3
Billie Bossa Nova,2KnuaZYoGzDoHiBTNYOTXG,Happier Than Ever,['Billie Eilish'],0.222,0.895,0.389,0.0346,0.105,-11.036,0.11,110.023,0.549,"['pop', 'art pop']",3
Room For You,0ZR0D8BOyH1b8vtrSnA5Xu,Artificial Paradise (Deluxe),['OneRepublic'],0.334,0.685,0.727,0.0,0.304,-6.937,0.0582,96.035,0.312,"['piano rock', 'pop']",3
Last Holiday,4yPFng4xWVdrP4xVxdK7wY,Artificial Paradise (Deluxe),['OneRepublic'],0.204,0.577,0.638,2.23e-05,0.353,-7.669,0.0266,146.012,0.575,"['piano rock', 'pop']",3
Supercut,6K8VQ84MqhsoakN5MjrnVR,Melodrama,['Lorde'],0.219,0.562,0.437,2.18e-05,0.0806,-10.229,0.052,124.852,0.15,"['nz pop', 'pop', 'metropopolis', 'art pop']",3
Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,"['The Chainsmokers', 'Daya']",0.156,0.533,0.869,0.00538,0.136,-5.093,0.173,159.805,0.425,"['alt z', 'pop']",3
Enchanted (Taylor's Version),3sW3oSbzsfecv9XoUdGs7h,Speak Now (Taylor's Version),['Taylor Swift'],0.016,0.52,0.553,0.0,0.165,-3.546,0.0269,81.949,0.227,['pop'],3
the 1,4pfrrhvplbJZAIsfosGWQP,folklore (deluxe version),['Taylor Swift'],0.75,0.78,0.361,7.14e-06,0.108,-6.942,0.048,139.902,0.163,['pop'],3
Over My Head (Cable Car),1N62wozuHCvczCkY4QidpP,How To Save A Life,['The Fray'],0.022,0.592,0.729,0.0,0.0653,-4.156,0.0448,116.03,0.709,"['piano rock', 'neo mellow', 'pop rock', 'pop']",3
CHIHIRO,7BRD7x5pt8Lqa1eGYC4dzj,HIT ME HARD AND SOFT,['Billie Eilish'],0.144,0.7,0.425,0.879,0.083,-12.531,0.0529,110.015,0.521,"['pop', 'art pop']",3
LUNCH,629DixmZGHc7ILtEntuiWE,HIT ME HARD AND SOFT,['Billie Eilish'],0.0452,0.893,0.4,0.0823,0.0632,-7.981,0.0643,124.987,0.945,"['pop', 'art pop']",3
BIRDS OF A FEATHER,6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,['Billie Eilish'],0.2,0.747,0.507,0.0608,0.117,-10.171,0.0358,104.978,0.438,"['pop', 'art pop']",3
Complicated,226PUvIuxGdceSijXXZRRz,Complicated,"[""Olivia O'Brien""]",0.694,0.657,0.355,0.000425,0.123,-12.047,0.0715,74.99,0.0808,"['alt z', 'pop']",3
I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",['OneRepublic'],0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,"['piano rock', 'pop']",3
Waves,6w8pFOKn42O418qwcQElZ3,A Place We Knew,['Dean Lewis'],0.184,0.519,0.731,0.0,0.0643,-7.192,0.0449,156.878,0.338,"['australian pop', 'pop']",3
willow - moonlit witch version,5XkJj6sV2XLMaURdmdXgNx,willow (moonlit witch version),['Taylor Swift'],0.411,0.36,0.643,0.000241,0.136,-8.608,0.221,81.551,0.535,['pop'],3
"Alone, Pt. II",28VbwtsYnj85UEODGpQRem,World Of Walker,"['Alan Walker', 'Ava Max']",0.539,0.673,0.659,0.0,0.129,-4.493,0.0439,88.011,0.628,"['electro house', 'pop']",3
like that,6E37j4b44JGpdk297urpKM,aurora,['Bea Miller'],0.186,0.573,0.441,0.0,0.61,-5.799,0.0758,61.657,0.389,"['alt z', 'talent show', 'pop']",3
Something I Need,4KANJH1baadr3U7XsVbM17,Native,['OneRepublic'],0.164,0.682,0.601,0.0,0.119,-6.927,0.0307,98.96,0.62,"['piano rock', 'pop']",3
WILDFLOWER,3QaPy1KgI7nu9FJEQUgn6h,HIT ME HARD AND SOFT,['Billie Eilish'],0.612,0.467,0.247,0.000271,0.17,-12.002,0.0431,148.101,0.126,"['pop', 'art pop']",3
BLUE,2prqm9sPLj10B4Wg0wE5x9,HIT ME HARD AND SOFT,['Billie Eilish'],0.29,0.349,0.337,0.172,0.139,-10.671,0.0407,142.01,0.0365,"['pop', 'art pop']",3
Singapore,5z8DNoYhzchJqd1RQf9EwL,Artificial Paradise (Deluxe),['OneRepublic'],0.803,0.121,0.224,0.947,0.064,-14.129,0.0337,95.427,0.0361,"['piano rock', 'pop']",3
Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,Happier Than Ever (Edit),['Billie Eilish'],0.0468,0.334,0.599,0.000392,0.205,-5.742,0.0365,161.74,0.127,"['pop', 'art pop']",3
What You Wanted,21fq2CKL93mfnYHItpitxg,Native,['OneRepublic'],0.00243,0.554,0.85,0.172,0.108,-7.428,0.0401,120.012,0.244,"['piano rock', 'pop']",3
Espresso,2qSkIjg1o9h3YT9RAgYN75,Espresso,['Sabrina Carpenter'],0.107,0.701,0.76,6.54e-05,0.185,-5.478,0.0285,103.969,0.69,['pop'],3
This Town,0qvzXomUDJVaUboy2wMfiS,Flicker (Deluxe),['Niall Horan'],0.712,0.677,0.401,0.0,0.116,-8.467,0.0308,111.825,0.195,['pop'],3
What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,Inner Monologue Part 1,"['Julia Michaels', 'Niall Horan']",0.662,0.516,0.467,0.0,0.0853,-6.184,0.0302,132.861,0.386,['pop'],3
happiness,55Vf4bimc1Rtfg0PAQRAo2,evermore (deluxe version),['Taylor Swift'],0.87,0.559,0.334,0.0,0.114,-10.733,0.0376,122.079,0.211,['pop'],3
Paris,15vzANxN8G9wWfwAJLLMCg,Paris,['The Chainsmokers'],0.0243,0.646,0.644,0.0,0.0888,-6.763,0.031,99.999,0.251,['pop'],3
Ghost,6I3mqTwhRpn34SLVafSH7G,Justice,['Justin Bieber'],0.185,0.601,0.741,2.91e-05,0.415,-5.569,0.0478,153.96,0.441,"['pop', 'canadian pop']",3
